session_id,user_id,post_id,creator_id,referrer_platform,utm_source,utm_medium,utm_campaign,utm_content,landing_page,session_start_ts,device,country,city,ip_anonymized,pageviews,bounce,time_on_site_sec,clicked_signup,gclid
SGGPVKW27,U2MZ0KUFL,PN7GN6BO3,C001,Instagram Reels,InstagramReels,ugc,growth,PN7GN6BO3,/signup,24/07/2025 07:25,Android,IE,Manchester,192.0.2.116,1,False,119,True,GT4O054AU20
STJ6XRDE6,UABTQPT75,PN7GN6BO3,C001,Instagram Reels,InstagramReels,ugc,growth,PN7GN6BO3,/features/tap-to-pay,2025-07-24 14:00:21,iOS,GB,Glasgow,192.0.2.66,1,False,30,False,
SOZ18WZYH,UR0YRLIJH,PN7GN6BO3,C001,Instagram Reels,InstagramReels,ugc,growth,PN7GN6BO3,/signup,2025-07-24 22:43:45,Desktop,GB,Glasgow,192.0.2.87,1,True,1,False,
S62LFU93W,UX65QMH0R,PN7GN6BO3,C001,Instagram Reels,InstagramReels,ugc,growth,PN7GN6BO3,/signup,24/07/2025 19:18,Android,GB,London,192.0.2.49,1,False,34,False,
SHC6E1I1V,U4BPWGBEC,PN7GN6BO3,C001,Instagram Reels,InstagramReels,ugc,growth,PN7GN6BO3,/,2025-07-24T02:33:36.783067+00:00Z,iOS,GB,Leeds,192.0.2.42,1,False,39,False,
S6PDWRHTA,U63RUI5WZ,PN7GN6BO3,C001,Instagram Reels,InstagramReels,ugc,growth,PN7GN6BO3,/signup,24/07/2025 00:30,Android,GB,Manchester,192.0.2.57,1,False,71,True,
SIYEE4OLJ,UCJX4SLRK,PN7GN6BO3,C001,Instagram Reels,InstagramReels,ugc,growth,PN7GN6BO3,/,23/07/2025 16:15,iOS,IE,Manchester,192.0.2.215,1,False,28,False,
SQVRYR6PW,U6VBVWII3,PN7GN6BO3,C001,Instagram Reels,InstagramReels,ugc,growth,PN7GN6BO3,/signup,2025-07-24 15:09:32,Android,GB,Madrid,192.0.2.129,1,False,34,False,
SWLKGV2AK,UTL8VVZKN,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,29/07/2025 14:45,iOS,IE,Birmingham,192.0.2.195,2,False,34,False,
SOMZATP7F,UNBYOS68A,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,29/07/2025 14:16,Android,GB,Leeds,192.0.2.35,1,False,82,True,
SLMZOS4D5,UM1TN7U4V,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/features/tap-to-pay,31/07/2025 11:41,iOS,GB,London,192.0.2.107,1,False,96,True,
SXXUGLBBV,UQNCTWA87,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-31T09:35:08.984103+00:00Z,Android,GB,Dublin,192.0.2.8,2,False,12,False,
SW4LGO5J0,UIBZJIM08,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,1753945806515,iOS,GB,Birmingham,192.0.2.248,5,False,79,True,GM0V7VDMIQP
S36SBTWHU,U79PTUIUP,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30 16:10:07,iOS,GB,Leeds,192.0.2.182,1,True,5,False,
SXX8U73X4,UEERUF0ET,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/blog/creator-stories,2025-07-30T14:12:49.958419+00:00Z,Android,GB,Birmingham,192.0.2.25,1,False,15,False,
SUY45UKDY,U39CK8DR9,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-31T00:35:22.002372+00:00Z,Desktop,GB,London,192.0.2.5,4,False,28,False,
S3QMLYCOG,U22ZI7RVJ,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,31/07/2025 12:21,Android,GB,Glasgow,192.0.2.234,1,False,13,False,
SACJ8ND37,UKPT0V59F,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30 11:29:59,Android,GB,Leeds,192.0.2.202,4,False,46,False,
STTTDZVON,UIZM8HJ83,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/features/tap-to-pay,2025-07-29 20:10:36,iOS,GB,Dublin,192.0.2.164,3,False,34,False,
SVARP4PMS,UWJB0JBAK,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30 09:32:29,iOS,GB,Dublin,192.0.2.25,1,False,58,False,GSNBN2NEF3X
SY6KVAJHD,UXB7XVW48,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30 11:19:19,iOS,GB,Leeds,192.0.2.185,3,False,74,True,
SSD7477QO,UFID7WLV7,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30 12:04:00,iOS,GB,Manchester,192.0.2.215,1,False,30,False,
SAGEEVFET,U339QG6E5,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30T05:17:15.817229+00:00Z,Android,GB,Dublin,192.0.2.80,2,False,60,False,GQTTZ7WNCJR
S5GS8UKTF,UMB8XIQ8O,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-31 07:02:18,iOS,GB,Madrid,192.0.2.172,1,False,28,False,
SQO6L593U,UEQ7RS78U,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-31 10:21:01,iOS,GB,Birmingham,192.0.2.161,2,False,21,False,
S54YRBSM1,U0J697065,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/blog/creator-stories,2025-07-31T00:28:45.076244+00:00Z,iOS,GB,Birmingham,192.0.2.6,1,False,41,False,
S72S9P6O6,U379YJNV2,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,1753884219204,iOS,GB,London,192.0.2.193,1,True,2,False,
SYRPVDGWE,UVLLT0NKL,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/features/tap-to-pay,2025-07-31T09:10:55.587575+00:00Z,iOS,United Kingdom,Dublin,192.0.2.152,2,False,55,False,
S8C524ZRH,UXU6YX7S9,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/,2025-07-29T13:23:53.384951+00:00Z,Android,GB,Dublin,192.0.2.20,1,False,30,False,
SWDXRGNVU,U900ORWUU,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,30/07/2025 21:26,iOS,IE,London,192.0.2.14,1,True,9,False,
SRX5K1XZE,UTUFF4UZS,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/features/tap-to-pay,2025-07-31 03:14:14,iOS,GB,Manchester,192.0.2.128,1,False,21,False,
S479BKVLZ,UKC7GZQJM,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/features/tap-to-pay,2025-07-30 01:48:22,iOS,GB,Madrid,192.0.2.180,1,True,3,False,
STFTOQMBX,UWCUW5B98,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30T16:47:20.195908+00:00Z,iOS,United Kingdom,Manchester,192.0.2.70,1,False,72,True,
S0OEYYNVA,UDP9ETTGW,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/,2025-07-30T11:10:43.575112+00:00Z,iOS,GB,Manchester,192.0.2.179,2,False,5,False,
SL0T584U6,U44XNMEGD,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-31 04:19:21,iOS,GB,London,192.0.2.61,1,True,5,False,
SP16VJA69,UPOTDUAS1,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/pricing,2025-07-30 03:45:39,Android,GB,Manchester,192.0.2.83,1,False,128,True,
S8UFMATJY,UI5MBEH35,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-29 16:05:24,Android,GB,London,192.0.2.136,1,False,99,True,
SMYU2DA4E,U4BPWGBEC,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30T03:50:25.166922+00:00Z,iOS,GB,Madrid,192.0.2.249,1,False,25,False,
S5E12PFRQ,UFA9ZEVYW,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/,2025-07-31T07:25:41.592719+00:00Z,Android,GB,Madrid,192.0.2.36,1,True,0,False,
S25PUKFRT,UAEAB9VO4,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-31T00:32:22.820824+00:00Z,iOS,GB,London,192.0.2.208,3,True,84,True,
SWKYQFIVV,UD5I5RSY4,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/blog/creator-stories,2025-07-31 00:50:44,Desktop,United Kingdom,Leeds,192.0.2.241,2,False,52,False,
SL5TGINYT,UW4WRVE5M,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/features/tap-to-pay,1753959571441,iOS,GB,Dublin,192.0.2.215,1,True,11,False,
SV68CTBH4,UYRQZUD42,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-31T06:11:43.797101+00:00Z,Android,GB,Birmingham,192.0.2.145,2,False,84,True,
SGR7KNVN9,UVN5QAYWJ,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-30 23:38:54,iOS,GB,Birmingham,192.0.2.209,1,False,26,False,
S5SUV94T7,U4KDRVEW4,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-31T04:15:21.943050+00:00Z,Android,GB,London,192.0.2.23,2,False,98,True,
SHIR3IW3G,UH0WRQ07O,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,30/07/2025 18:41,iOS,IE,Dublin,192.0.2.128,1,False,22,False,
S4TVR7V11,UJB7TNC41,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/pricing,1753876504045,iOS,IE,London,192.0.2.219,1,True,6,False,GP2PURPXMBQ
S09DCHJTN,UOJYJK7SM,PB0Y7KZV3,C001,tiktok,tiktok,ugc,growth,PB0Y7KZV3,/signup,2025-07-29T12:32:29.056660+00:00Z,iOS,GB,Glasgow,192.0.2.1,1,False,60,False,
SDT5IXL3Y,UORR2RQWF,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,21/08/2025 14:59,Android,United Kingdom,Madrid,192.0.2.154,3,False,13,False,
S27BKZPJP,UZW85YSWR,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,20/08/2025 11:02,iOS,GB,Madrid,192.0.2.152,1,False,122,True,
SWTL5D915,U02SOX2RS,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,21/08/2025 03:53,Android,GB,Madrid,192.0.2.64,2,False,127,True,
S7G1B4ZAH,UF1SHPK0M,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-19 23:22:09,iOS,GB,Birmingham,192.0.2.150,4,False,7,False,
SIGHLV3RM,UJ12P8UR9,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20 07:01:58,iOS,ES,Birmingham,192.0.2.111,2,False,48,True,
SX2RPGUC0,U5H8AQTX1,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21T03:29:02.411652+00:00Z,iOS,GB,Glasgow,192.0.2.96,4,False,104,True,
STFH1QVBH,U8OKBW135,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,20/08/2025 02:55,iOS,GB,Birmingham,192.0.2.211,3,False,17,False,
SXEKO4VT4,UQ7BB3ZSH,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20T15:31:28.027853+00:00Z,iOS,GB,Leeds,192.0.2.110,1,False,83,False,
SXPW8UBFN,UI90DLHHW,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-19 23:57:05,Desktop,GB,Birmingham,192.0.2.13,2,False,25,False,
S99LF1MS0,U9I6LF2OP,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20T23:10:02.845591+00:00Z,iOS,GB,London,192.0.2.205,1,False,61,True,
SQKKLU10F,UC5NFO5R5,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21 16:53:17,iOS,GB,Leeds,192.0.2.129,1,False,13,False,
SDRDVE5WP,UKGLEMWNZ,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,1755779731967,iOS,GB,Leeds,192.0.2.17,1,True,11,False,
SVLR470BL,UADAF0AZD,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,2025-08-20 15:40:30,iOS,United Kingdom,Madrid,192.0.2.14,1,True,5,False,
S18EN3DVC,UPG8QUNO9,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,2025-08-21T01:13:51.920232+00:00Z,iOS,IE,Madrid,192.0.2.228,1,False,24,False,G6ODMEZF7XP
SP8D2QUSF,UBZVRP71O,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,2025-08-20 09:54:35,iOS,GB,Leeds,192.0.2.147,1,False,26,False,
SPA9FKIVO,UDB1PHQ1L,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,1755654171247,iOS,GB,Glasgow,192.0.2.233,2,False,15,True,
SN66IMO5B,U66OUVFN6,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21T18:24:51.022277+00:00Z,iOS,GB,Madrid,192.0.2.45,3,False,112,True,
SZBGRDRJK,UGO4JPJFO,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21 08:06:06,iOS,GB,Madrid,192.0.2.132,1,False,53,True,
S2E0PIQ5A,UYCUS2FDJ,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/,2025-08-20T12:49:32.525180+00:00Z,Android,GB,Glasgow,192.0.2.56,2,False,44,False,
SQX97PWSY,UPNI5ITNW,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,21/08/2025 03:37,iOS,GB,Dublin,192.0.2.126,1,False,23,False,
SOHMCX97H,U6OB462CF,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,20/08/2025 04:48,iOS,GB,London,192.0.2.14,3,False,50,False,
SNI1SV3WI,UEQZRXHKF,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21 00:16:41,iOS,GB,Leeds,192.0.2.67,1,False,18,False,
SMKQIH43D,UFH0VWEZT,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20T19:40:12.954032+00:00Z,Android,GB,Glasgow,192.0.2.167,2,False,3,False,
SR03AI3W9,UGCDR9OLB,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,2025-08-19T23:39:48.431010+00:00Z,iOS,United Kingdom,Dublin,192.0.2.125,1,True,3,False,
S4CFXXP8G,U17K5K6T8,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,20/08/2025 06:06,Android,IE,Birmingham,192.0.2.35,1,False,98,False,
SMSSBTODJ,UEH59AGHX,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21 16:01:18,iOS,GB,Leeds,192.0.2.173,2,False,20,False,
SN2HHPG6O,UKJOVIIUL,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,1755780224476,Android,GB,Leeds,192.0.2.210,1,False,79,False,
S144GCV8I,U6NXIB8O1,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20 23:13:34,iOS,United Kingdom,Leeds,192.0.2.94,1,False,21,False,
SXZWL5AXZ,UE7UA3FR5,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20T17:52:35.840583+00:00Z,iOS,IE,Glasgow,192.0.2.131,1,False,91,True,
SUVQ5H0EO,UHK2JZERE,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-19T20:06:02.962944+00:00Z,Android,GB,Leeds,192.0.2.77,1,False,46,False,
SG4L83BF5,U4LUU2M1K,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,1755800746732,Android,IE,London,192.0.2.109,2,False,99,True,
SKH04Y0KY,U46BFUOCG,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/,1755713816122,Android,GB,Glasgow,192.0.2.110,1,False,75,False,
SYBLMOZDS,U5VNW9W2A,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/blog/creator-stories,2025-08-20 10:21:24,iOS,United Kingdom,Birmingham,192.0.2.143,1,False,31,False,
S95ETWB42,U07MG2SCO,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,20/08/2025 23:51,Android,GB,Madrid,192.0.2.87,2,False,44,False,GWFV1WD757K
SOA8OBRMF,UPWYBFDD4,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20 10:33:35,Android,United Kingdom,Birmingham,192.0.2.213,1,True,11,False,
SG5MPNJ10,UK9YVHBXI,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,2025-08-21T19:13:00.728026+00:00Z,iOS,GB,London,192.0.2.36,2,False,51,False,
SWMZT39UB,UVANI533C,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21 17:36:15,iOS,GB,Birmingham,192.0.2.68,3,False,0,False,
S7VF99EWQ,U371F7LI4,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-19T23:10:25.953176+00:00Z,iOS,GB,London,192.0.2.248,1,False,62,False,
SD4RC711V,U2FORRJ28,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,20/08/2025 06:25,Desktop,GB,London,192.0.2.142,2,False,0,False,
SHTA7N51P,UFVRQ71QI,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,2025-08-20T07:19:42.608628+00:00Z,Android,GB,Madrid,192.0.2.218,2,False,3,False,GXGL5O4DPYZ
SQYL68K2A,UDSWBGFGV,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20 12:54:23,iOS,ES,Madrid,192.0.2.209,1,True,4,False,
SECDHYIMX,UKE678OMS,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,21/08/2025 12:22,Android,GB,Glasgow,192.0.2.64,2,False,26,False,
SEPLX2DU2,UNE1S3VYL,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/,2025-08-21 02:43:08,iOS,GB,Glasgow,192.0.2.66,2,False,19,False,
SPL550V04,UDBN2Q8BP,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21T08:37:14.430843+00:00Z,iOS,GB,Madrid,192.0.2.211,3,False,16,False,
SIQOAUIRZ,UBXYRCQ9Z,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,2025-08-20 23:45:22,iOS,GB,Manchester,192.0.2.168,2,False,25,False,
SL7HK3FPF,ULJC4ZJOU,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/blog/creator-stories,20/08/2025 01:46,Android,GB,Madrid,192.0.2.249,3,False,63,False,
S2W22PDZI,UBVVTDW1K,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,20/08/2025 01:16,Android,GB,Leeds,192.0.2.207,2,False,45,False,
SSVVENAD1,UVAU7XPUM,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,19/08/2025 19:30,Android,GB,London,192.0.2.126,1,False,92,True,
S63FS1VUT,UCZTZYI43,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/,2025-08-20 15:23:35,iOS,GB,Dublin,192.0.2.209,1,True,4,False,GCYDXIMQNMT
SS8YNAZPY,UFYYXUV5A,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20T09:48:19.316052+00:00Z,iOS,GB,Dublin,192.0.2.178,1,False,39,False,
SB508T6C8,UJD4YCK5W,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21 16:27:22,iOS,GB,Birmingham,192.0.2.149,2,False,11,False,
SLLI87I7A,UEQZRXHKF,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20 21:07:34,Desktop,GB,Leeds,192.0.2.160,1,False,20,False,
SY7P6AEW6,UI4WE6OZZ,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20T10:29:30.876262+00:00Z,Android,IE,Glasgow,192.0.2.74,1,False,75,False,
SCGK35F1H,U48QKFYHG,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/blog/creator-stories,2025-08-20 19:49:03,iOS,ES,Leeds,192.0.2.64,3,False,71,False,
SXD5DSNZT,URNO8OX9R,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/,2025-08-21T10:29:31.327738+00:00Z,Android,GB,Dublin,192.0.2.172,3,False,62,False,
SCV1DISV5,U7ZIZNV98,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21T18:55:56.576192+00:00Z,Android,GB,Dublin,192.0.2.35,1,False,84,True,
S81LL8OUZ,U8R4AQ0Z5,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,1755650735726,iOS,GB,London,192.0.2.212,3,False,70,False,
ST20T9C3M,U98BJR3Q4,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20T08:06:26.013198+00:00Z,Android,GB,Dublin,192.0.2.31,1,False,101,True,
SYHCOALP4,UM4XRUVG1,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,2025-08-21 15:32:44,Android,GB,Madrid,192.0.2.35,1,False,104,False,G9IBQJ7DVNU
S1ZBA775B,U74ZTOG5M,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,20/08/2025 02:40,Android,GB,Manchester,192.0.2.245,1,False,32,True,
SN9PYRPK3,U8HA7YDGP,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/blog/creator-stories,20/08/2025 06:25,Android,GB,Leeds,192.0.2.90,1,False,29,False,
S25E5MJSA,U9PNPH47E,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,1755789179555,Android,United Kingdom,Manchester,192.0.2.101,4,False,54,False,
S64J0UK77,U900ORWUU,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/,21/08/2025 12:45,iOS,GB,Birmingham,192.0.2.222,3,False,47,False,
SZLISSJ4D,UZGID3CST,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/pricing,2025-08-21T18:30:06.481373+00:00Z,iOS,GB,Madrid,192.0.2.191,1,True,1,False,
S7OL0QOM1,UNGULB0GQ,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,1755725295989,Desktop,GB,Madrid,192.0.2.231,2,False,15,True,
SEQEOJL50,UIOAZ344W,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,21/08/2025 06:24,Android,GB,Birmingham,192.0.2.198,2,False,37,False,
S1OZKSU7T,UQB1J4YCN,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/blog/creator-stories,2025-08-20 21:15:11,iOS,GB,Leeds,192.0.2.39,1,False,42,False,
SDFAYL71B,U6TPSBBWW,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/blog/creator-stories,2025-08-20 12:28:34,iOS,IE,Dublin,192.0.2.83,1,False,51,False,
S6QOYIGRM,UQFBAO0U2,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20T23:37:03.624664+00:00Z,Android,GB,Birmingham,192.0.2.126,3,False,51,False,
S18SUSGSZ,U6KXPYRYH,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/blog/creator-stories,2025-08-21 04:38:54,iOS,GB,Dublin,192.0.2.240,4,False,8,False,
SX80KUQ5X,U9S424IIE,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,19/08/2025 23:02,iOS,GB,Madrid,192.0.2.234,1,False,22,False,
SHUIY19PS,U9A6C88XH,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/features/tap-to-pay,20/08/2025 17:48,iOS,United Kingdom,Glasgow,192.0.2.169,1,False,70,True,
S9D22YAS4,UIQOY3RAM,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20 17:16:45,iOS,GB,Birmingham,192.0.2.54,3,False,2,False,
SQ3J9N4DA,UN9ZQ41AO,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,1755676618993,Android,GB,London,192.0.2.217,1,False,30,False,
S8RL6PJ2D,URDWCRYAJ,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-21 12:47:26,iOS,GB,Dublin,192.0.2.233,1,False,19,False,
STRMD3YHX,UE4YEKRLQ,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-19 23:22:34,iOS,GB,Manchester,192.0.2.30,3,False,16,False,
SATD4DFBA,U6C60MXGT,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-19 21:40:46,Android,United Kingdom,Dublin,192.0.2.128,1,False,97,True,
SUQ5F2X1O,URY050G4X,PG2031VLL,C001,Instagram Reels,InstagramReels,ugc,growth,PG2031VLL,/signup,2025-08-20 15:15:21,iOS,GB,Dublin,192.0.2.144,1,False,12,False,
